"","ID","DATE","TIME","LAT","LON","VMAX","PER","ADAY","SPDX","PSLV","VPER","PC20","GSTD","POT","SHDC","T200","T250P","EPOS","RHMD","TWAT","Z850","D200","LSHDC","VSHDC","POT2","RHCN","SDIR","SHGC","POT_AVG","SHDC_AVG","T200_AVG","T250P_AVG","EPOS_AVG","RHMD_AVG","TWAT_AVG","Z850_AVG","D200_AVG","LSHDC_AVG","VSHDC_AVG","POT2_AVG","RHCN_AVG","SDIR_AVG","SHGC_AVG","RHLORI","SBTRI","PCRI30","RHCRI","RII30","RII35","RII40"
"AL031995.13","AL031995","950715",0,21.8,66,40,5,0.02705,-3.65674,606,200,32,912.00006,93.28166,23.65,-53.55,0,14.25,39,-0.5,7.5,5.5,8.87451,946.00006,8701.46875,0,-24.93571,-0.40994,90.9846,21.46,-53.58001,0,14.4,38.4,0.6,12.2,10.6,8.25621,858.40015,8278.19824,0,-19.49018,-0.93298,47.2,22.8,24,54,3,1,1
"AL031995.14","AL031995","950715",6,22.3,66.7,45,5,0.02705,-5.20197,623,225,53,985.5,87.57326,25.7,-53.4,0,14.15,38.5,1.3,1,17.5,9.84475,1156.5,7669.0752,0,-20.21828,-2.07177,85.42017,20.54,-53.44,0,14.6,37.2,1.2,2.8,9.8,8.08856,924.30005,7296.60498,0,-17.21216,-1.1363,47,21.9,45,51.2,3,1,1
"AL031995.15","AL031995","950715",12,22.7,67.5,45,5,0.02705,-6.70932,637,225,50,886.50006,84.77492,22.05,-53.65,0,14.6,38.5,-0.1,18.5,17.5,8.57057,992.25006,7186.78662,0,-14.48961,-1.75758,84.46648,19.78,-53.4,0,14.7,36.4,0.5,-1.8,13.4,7.98079,890.10004,7134.58545,0,-13.70596,-1.57334,47,19.7,41,47.2,3,1,1
"AL031995.16","AL031995","950715",18,23.2,67.9,45,0,0.02705,-5.43998,629,0,61,787.5,83.39615,15.55,-53.6,0,14.8,37.5,-0.1,21,13.5,6.18895,699.75,6954.91748,0,-16.48461,-0.29279,83.68069,18.72,-53.3,0,15,36.4,0.4,-2.4,17.8,7.83305,842.39996,7002.4585,0,-11.0266,-1.82116,47,NA,NA,41.6,NA,NA,NA
"AL031995.17","AL031995","950716",0,23.7,68.2,45,0,0.03067,-3.26779,576,0,58,787.5,84.48593,17.95,-53.35,0,14.7,35.5,0.1,-10.5,-3,7.34294,807.75006,7137.87256,0,-15.62766,-0.64464,82.74014,19.82,-53.2,0,15,35.6,1.5,-12.6,9.8,8.52911,891.90009,6845.93018,0,-7.37664,-2.44225,46.4,NA,NA,35.8,NA,NA,NA
"AL031995.18","AL031995","950716",6,24.5,68.4,50,5,0.03067,-2.27893,604,250,60,850,79.4863,19.45,-53.1,0,15,34,0.6,-27.5,12.5,8.18534,972.50006,6318.07129,0,-10.47516,-2.00914,75.5977,20.74,-53.02,0,15.12,35.2,0.4,-18.8,9.8,9.1881,1037,5715.0127,0,-1.96815,-3.70732,47,NA,NA,29.2,NA,NA,NA
"AL031995.19","AL031995","950716",12,25.3,68.8,50,5,0.03067,-2.60449,552,250,66,850,78.22461,21.25,-53.05,0,15.15,36.5,-0.2,-12,37.5,9.24816,1062.5,6119.08936,0,-4.76447,-3.88355,72.32947,20.6,-52.86,0,14.74,36.2,1,-10.4,17.2,9.41705,1030,5231.55176,0,1.91214,-4.90838,48.6,NA,NA,22.8,NA,NA,NA
"AL031995.20","AL031995","950716",18,26.2,69.1,55,5,0.03067,-3.07812,598,275,67,924.00006,70.45909,22.05,-53.15,0,15.35,36.5,1,-8.5,8.5,9.89565,1212.75,4964.4834,0,1.34382,-3.87939,63.35255,20.72,-52.56001,0,14.44,37.2,0.4,-3.4,12.6,9.78401,1139.59985,4013.54614,0,5.24865,-5.32637,50.2,NA,NA,17,NA,NA,NA
"AL031995.21","AL031995","950717",0,27.2,69.4,60,10,0.0347,-2.7563,626,600,70,936,60.68866,20.7,-52.9,0,15.1,34.5,-1,-20,-6.5,9.62094,1242,3683.11353,0,6.13854,-4.95721,53.31149,17.46,-52.28001,0,13.72,37.2,-1.3,-9,4.6,8.46082,1047.6001,2842.1145,0,8.71693,-5.53905,51,NA,NA,12,NA,NA,NA
"AL031995.22","AL031995","950717",6,28.2,69.6,60,5,0.0347,-2.24944,589,300,70,924.00006,55.95927,19.85,-52.5,0,14.05,37,1.2,-5,15.5,9.54073,1191,3131.43945,0,7.71475,-6.75858,48.13292,15.14,-51.94,0,13.14,38.2,-0.7,-12.8,8.4,7.55163,908.40009,2316.77783,0,3.94012,-5.75533,52.4,NA,NA,7.2,NA,NA,NA
"AL031995.23","AL031995","950717",12,29.3,69.8,60,0,0.0347,-1.91006,531,0,70,912,51.37344,19.4,-51.95,0,13.3,39,-0.8,11,19.5,9.67271,1164.00012,2639.22998,0,7.55675,-6.10856,43.24768,12.4,-51.9,0,12.54,40.2,-1.5,-18.2,10.2,6.36783,744,1870.36194,0,-7.38935,-4.65907,54,NA,NA,3.4,NA,NA,NA
"AL031995.24","AL031995","950717",18,30.5,69.8,55,-5,0.0347,-0.837,563,-275,65,847.00006,50.67966,13.4,-51.6,0,12.6,39,-0.7,-8.5,6,6.8593,737.00006,2568.42773,0,12.28056,-5.50524,43.88498,10.88,-51.94,0,12.42,41.8,-0.7,-27,14.6,5.80473,598.40002,1925.89136,0,-9.21888,-3.48026,55.2,NA,NA,1,NA,NA,NA
"AL031995.25","AL031995","950718",0,31.6,69.7,55,-5,0.03916,0.38396,723,-275,70,775.5,44.91,8.15,-51.6,0,12.1,39,-0.4,-32,-2,4.33917,448.24997,2016.90845,0,-2.04799,-4.95137,40.5285,8.78,-52.04,0,12,43,-0.1,-40.2,16,4.87203,482.89999,1642.55957,0,-14.08822,-1.71872,56.2,NA,NA,0,NA,NA,NA
"AL031995.26","AL031995","950718",6,32.6,69,55,0,0.03916,3.39924,645,0,68,759,40.52916,8,-51.95,0,12.15,42,0.4,-43,7.5,4.35908,440,1642.61279,0,-34.39967,-2.66773,38.40917,9.68,-52.14,0,11.72,45,0.3,-42.8,21,5.49683,532.40002,1475.26453,0,-17.03231,-1.5783,58,NA,NA,0,NA,NA,NA
"AL031995.27","AL031995","950718",12,33.6,68.1,50,-5,0.03916,6.71035,667,-250,64,725,42.83942,9.2,-52.5,0,12.25,46,0,-40.5,31,5.17495,460.00003,1835.21558,0,-25.45528,-1.1208,42.67775,9.12,-52.42,0,10.92,47.2,-0.4,-41.6,31,5.27837,456.00003,1821.39026,0,-11.55312,-2.07413,60,NA,NA,0,NA,NA,NA
"AL031995.28","AL031995","950718",18,34.6,67.3,50,-5,0.03916,6.88295,746,-250,62,750,42.07547,10.45,-52.3,0,11.95,46,-0.1,-44,34,5.98706,522.50006,1770.34521,0,-9.19043,1.15319,43.52818,9.36,-52.4,0,9.9,48.8,0.2,-31.8,38.6,5.51473,468.00003,1894.70276,0,7.36339,-1.8695,61.4,NA,NA,0,NA,NA,NA
"AL031995.29","AL031995","950719",0,35.4,65.8,50,0,0.04411,9.35144,744,0,64,715,41.99014,10.4,-52.1,0,10.85,47,0,-48,22,6.08955,520,1763.17212,0,-6.98049,-0.65034,45.07645,10.38,-52.26,0,8.18,49.8,0.1,-22.8,36,6.32117,519,2031.88672,0,19.65572,-1.83767,62.4,NA,NA,0,NA,NA,NA
"AL031995.30","AL031995","950719",6,36.2,64.1,50,0,0.04411,12.72074,700,0,64,725,42.78311,9,-52.55,0,9.4,49.5,-0.3,-35.5,35.5,5.35633,450,1830.39465,0,4.88189,-5.79092,45.25322,12.58,-52.24,0,6.28,51,1.1,-5.4,42.4,7.91228,629,2047.85388,0,34.85165,-2.19983,62.2,NA,NA,0,NA,NA,NA
"AL031995.31","AL031995","950719",12,37.1,62.4,50,0,0.04411,13.56879,716,0,68,725,45.82669,7.25,-52.6,0,7.6,51.5,0.6,-15.5,51.5,4.43476,362.5,2100.08569,0,26.92603,-3.49077,41.4793,17.32,-52,0,4.4,50.6,1.1,11.6,51.4,11.35626,866.00006,1720.53247,0,44.94791,-0.50847,61.8,NA,NA,0,NA,NA,NA
"AL031995.32","AL031995","950719",18,38.2,60.2,50,0,0.04411,15.09609,709,0,70,730,48.83618,12.35,-52.1,0,5.4,52.5,-0.2,6.5,43.5,7.78389,617.5,2384.97266,0,52.24722,-0.57918,40.91673,20.075,-51.775,0,3.4,50.75,0.5,22.25,52,13.24663,1003.75006,1674.17834,0,54.24861,0.99706,61.75,NA,NA,0,NA,NA,NA
"AL031995.33","AL031995","950720",0,39.5,57.6,50,0,0.04957,18.45078,598,0,66,755,46.38806,18.4,-51.9,0,2.9,51.5,1,22,43.5,11.91984,920.00006,2151.85229,0,59.19376,0.46678,38.58105,24.03333,-51.6,0,2.26667,50,0.7,29.66667,51.33333,15.9713,1201.66675,1488.49719,0,56.96251,1.44539,61,NA,NA,0,NA,NA,NA
"AL031995.34","AL031995","950720",6,41.1,54.7,50,0,0.04957,21.55501,583,0,66,735,32.99727,27.8,-51.45,0,1.4,49,-0.3,38,60.5,18.70938,1390,1088.8197,0,56.25,2.57329,32.99727,27.8,-51.45,0,1.4,49,-0.3,38,60.5,18.70938,1390,1088.8197,0,56.25,2.57329,59,NA,NA,0,NA,NA,NA
"AL031995.35","AL031995","950720",12,43,51.7,50,0,0.04957,22.06434,579,0,51,585,22.96701,35.3,-51,0,1,47,0,45,67,24.07421,1765,527.48358,0,52.5,3.40259,22.96701,35.3,-51,0,1,47,0,45,67,24.07421,1765,527.48358,0,52.5,3.40259,59,NA,NA,0,NA,NA,NA
"AL041995.1","AL041995","950728",18,26.2,86.6,25,0,0.11635,-5.92614,613,0,37,502.5,108.94778,14,-52.45,0,14.8,52.5,-0.5,4.5,21.5,6.16994,350,11869.62012,84,-0.47124,-1.86084,111.86874,12.58,-52.16,0,14.14,52.8,1.3,18.2,5.4,5.56137,314.5,12514.61621,65,-0.29743,-2.54215,63.2,NA,NA,125,NA,NA,NA
"AL041995.2","AL041995","950729",0,26.1,87.3,30,0,0.12816,-5.92614,672,0,42,588,110.51703,13.15,-51.9,0,14.15,51,0.4,3.5,10,5.79467,394.5,12214.01367,83,-0.62292,-1.9603,117.78745,11.28,-52.04,0,13.76,53.6,2,26.2,4.2,5.0036,338.40002,13873.88184,54.6,0.21818,-2.90338,64.8,NA,NA,114.6,NA,NA,NA
"AL041995.3","AL041995","950729",6,26.2,87.9,30,5,0.12816,-6,565,150,45,573,112.91245,13.95,-51.85,0,13.4,51.5,1.3,15,-8,6.17112,418.50003,12749.2207,72,-0.3856,-3.47449,121.61703,9.92,-51.8,0,13.28,53.8,1.5,31.6,7.6,4.4374,297.60001,14790.70312,39.6,1.41281,-3.23377,65.8,NA,NA,99.6,NA,NA,NA
"AL041995.4","AL041995","950729",12,26.3,88.3,30,0,0.12816,-4.87184,610,0,39,591,119.4411,11.65,-52.2,0,13.6,54.5,0.1,39.5,-9,5.17358,349.5,14266.17676,39,0.044,-3.11913,124.76456,8.88,-51.9,0,12.56,55,0.7,36.8,9.2,4.01893,266.39996,15566.19434,22,3.76522,-3.28437,67.6,NA,NA,82,NA,NA,NA
"AL041995.5","AL041995","950729",18,26.5,89.4,30,0,0.12816,-6.82057,557,0,19,408,126.60429,7.45,-52.1,0,13.8,56.5,0.2,48.5,9.5,3.3472,223.5,16028.64746,21,1.20874,-3.06683,125.85426,8.06,-51.66,0,12.88,55.2,1.2,37,15.6,3.73891,241.79999,15839.2959,6,6.69359,-3.16872,68.6,13.6,12,66,3,1,1
"AL041995.6","AL041995","950730",0,26.9,90.6,30,0,0.14086,-10.57384,616,0,42,825,129.03635,7.1,-51.55,0,12.65,55,-0.1,38,27,3.24916,213.00002,16650.37891,21,3.81591,-3.65413,123.31686,8.96,-51.38,0,13.2,54.6,-0.3,32,22.6,4.23358,268.80002,15207.04883,0,10.32316,-3.59285,69.2,27.5,36,59.8,13,1,1
"AL041995.7","AL041995","950730",6,27.6,91.7,30,0,0.14086,-10.59531,615,0,44,657,127.95979,6.8,-51.55,0,11.15,54.5,0.5,30,22.5,3.1766,204,16373.70898,4,8.25913,-2.88622,118.35995,9.34,-51.06001,0,13.12,54,-0.6,28.4,22.8,4.47988,280.20001,14009.0791,0,12.67703,-3.09609,69.4,21.9,34,48.6,15,1,1
"AL041995.8","AL041995","950730",12,28.1,93,30,0,0.14086,-10.49538,606,0,53,570,123.50549,9.25,-51.5,0,12.4,55,0.6,28.5,12,4.40172,277.5,15253.60645,0,12.81925,-3.31732,112.69833,9.44,-51.12,0,12.96,55.8,-1.8,24.8,19.4,4.57979,283.20001,12700.91406,0,15.8613,-3.02535,70.8,NA,NA,42.6,NA,NA,NA
"AL041995.9","AL041995","950730",18,28.6,94,35,5,0.14086,-9.88668,599,175,57,644,110.8219,11.85,-50.9,0,15.2,53.5,-1.3,27.5,24.5,5.70912,414.75,12281.49316,0,16.36766,-3.9882,101.27579,10.3,-50.98,0,14.18,56.2,-2.2,24.4,27,5.0664,360.5,10256.78516,0,17.99092,-3.10625,71.2,NA,NA,39.6,NA,NA,NA
"AL041995.10","AL041995","950731",0,29,95,40,10,0.15447,-8.91002,641,400,63,704,97.86856,10.65,-50.6,0,14.4,53.5,-0.4,27,27.5,5.19855,426,9578.25488,0,16.16734,-2.88312,88.0784,11.52,-51.1,0,14.54,57.8,-0.8,26.8,37.6,5.80634,460.79999,7757.80469,0,21.69651,-2.11226,71.6,NA,NA,34.4,NA,NA,NA
"AL041995.11","AL041995","950731",6,29.5,95.5,30,0,0.15447,-6.63226,556,0,47,558,102.49004,8.3,-50.9,0,12.05,58,-0.7,20,19,4.11471,249,10504.20703,0,17.73245,-2.18539,90.32373,12.08,-51.22,0,13.82,60.6,-1.5,27,42.2,6.21136,362.39999,8158.37646,0,24.16981,-1.46129,73,NA,NA,28.4,NA,NA,NA
"AL041995.12","AL041995","950731",12,30,96,25,0,0.15447,-4.59237,559,0,40,485,102.74933,9.25,-51.35,0,13.8,60,0.2,20,33,4.66714,231.25,10557.4248,0,21.54387,-2.9583,85.97408,14.32,-51.56001,0,12.68,62.6,1.1,21.8,41.6,7.52845,358.00003,7391.5415,0,27.85395,-1.98492,74.6,NA,NA,22,NA,NA,NA
"AL041995.13","AL041995","950731",18,30.5,96.5,20,0,0.15447,-4.59237,608,0,32,402,96.95563,14.5,-51.45,0,16.35,60,0.1,33.5,57.5,7.49234,290,9400.39355,0,27.20321,-1.03127,80.88096,17.58,-51.64,0,13.46,62,-0.5,17,44.8,9.36912,351.60001,6541.72949,0,30.52474,-2.73938,74.2,NA,NA,13.2,NA,NA,NA
"AL041995.14","AL041995","950801",0,31.5,97,20,0,0.16901,-4.49994,586,0,28,404,85.94177,16.3,-51.5,0,14.3,64.5,-1.1,34,62.5,8.57151,326.00003,7385.98828,0,31.81487,0.17421,71.98555,20.9,-51.68,0,13.44,62.4,-1,11,44.6,11.2604,418.00003,5181.91943,0,34.59702,-3.56178,73.8,NA,NA,5.4,NA,NA,NA
"AL041995.15","AL041995","950801",6,32,97.5,20,0,0.16901,-4.49994,602,0,29,388,75.10774,17.65,-51.75,0,9.75,65.5,1.9,14.5,37.5,9.50381,353,5641.17285,0,31.56093,-2.56476,66.20991,20.38,-51.62,0,12.56,61.8,-0.6,-2.8,35.4,11.05601,407.60004,4383.75195,0,35.20753,-3.53528,73.8,NA,NA,1.6,NA,NA,NA
"AL041995.16","AL041995","950801",12,33,98.5,20,0,0.16901,-6.42781,641,0,20,382,63.88309,22.05,-51.95,0,11.15,61.5,-1.4,-5,25.5,12.00911,441,4081.04883,0,33.82388,-5.48062,61.72005,19.72,-51.7,0,11.94,60,-1.9,-16.6,21.6,10.74012,394.40002,3809.36426,0,38.14722,-3.91314,73.6,NA,NA,0,NA,NA,NA
"AL041995.17","AL041995","950801",18,33,98.5,20,0,0.16901,-4.49947,630,0,16,390,60.27802,25.65,-51.65,0,15.7,59.5,-0.4,-7,40.5,13.96978,513,3633.43994,0,38.40154,-6.79733,60.27802,17.62,-51.56001,0,14.26,57.6,-0.7,-24.8,19.2,9.5964,352.40002,3633.43994,0,40.3852,-3.35746,71.2,NA,NA,0,NA,NA,NA
"AL041995.18","AL041995","950802",0,33,98.5,20,0,0.18452,0,565,0,8,400,60.27802,21.55,-51.4,0,14.1,59.5,-0.7,-16,34,11.7368,431.00003,3633.43994,0,38.91017,-3.02415,60.27802,16.15,-51.5,0,14.05,57.25,-0.3,-28.25,15.5,8.79579,323.00003,3633.43994,0,41.70763,-2.54718,70.75,NA,NA,0,NA,NA,NA
"AL041995.19","AL041995","950802",6,33,98.5,20,0,0.18452,0,463,0,15,376.00003,60.27802,13.4,-51.55,0,10.55,58.5,0.6,-35,5,7.29805,268,3633.43994,0,40.69038,-0.80732,60.27802,12.26667,-51.5,0,13.3,56.33333,0.4,-36.66667,5,6.68081,245.33333,3633.43994,0,41.70764,-1.06421,71,NA,NA,0,NA,NA,NA
"AL041995.20","AL041995","950802",12,33,98.5,20,0,0.18452,0,548,0,14,370,60.27802,10.75,-51.6,0,14,55,-0.2,-40.5,-3,5.85478,215,3633.43994,0,44.5051,-2.12021,60.27802,10.75,-51.6,0,14,55,-0.2,-40.5,-3,5.85478,215,3633.43994,0,44.5051,-2.12021,70.5,NA,NA,0,NA,NA,NA
"AL041995.21","AL041995","950802",18,33,98.5,20,0,0.18452,0,553,0,17,366.00003,60.27802,10,-51.4,0,18.8,52,0,-40,5,5.44631,200,3633.43994,0,43.74215,-1.578,60.27802,10,-51.4,0,18.8,52,0,-40,5,5.44631,200,3633.43994,0,43.74215,-1.578,66,NA,NA,0,NA,NA,NA
"AL051995.1","AL051995","950731",0,22.3,73.2,45,0,0.15447,-3.8857,484,0,39,1269,88.81017,23.35,-51.35,0,15.85,47,-0.2,31,32,8.9313,1050.75,7887.24561,10,-22.25571,1.15194,90.99265,22.6,-51.78,0,15.74,47.2,1.6,37.2,41.4,8.79293,1017,8279.66113,11.6,-18.26199,0.3158,54,28.2,36,71.6,3,1,1
"AL051995.2","AL051995","950731",6,22.6,73.6,50,0,0.15447,-3.8857,539,0,49,1550,83.27025,27.3,-51.6,0,15.85,46.5,0.5,35,46,10.53183,1365,6933.93408,10.5,-16.59203,-1.33213,88.53951,24.8,-51.68,0,15.66,46.8,1.4,31.4,46.8,9.80866,1240,7839.24414,12.8,-15.03601,0.07301,54.4,31,45,72.8,3,1,1
"AL051995.3","AL051995","950731",12,22.8,73.9,55,10,0.15447,-3.15202,509,550,60,1435.5,80.25856,21.7,-52.15,0,15.85,47,1.7,52,55,8.46711,1193.5,6441.43652,11.5,-16.72636,-0.41895,85.99796,22.12,-51.88,0,15.42,46.8,2.3,31.4,57.8,8.92792,1216.6001,7395.64844,13.6,-12.45969,1.30801,54.4,26.1,53,73.6,3,1,1
"AL051995.4","AL051995","950731",18,23.2,74.3,60,10,0.15447,-2.92539,524,600,66,1518.00012,79.46625,20.5,-52.05,0,15.65,47.5,-0.4,39.5,45,8.14904,1230,6314.88428,13.5,-15.97044,0.81996,83.02971,21.46,-51.90001,0,15.18,46.8,1.8,31.4,64.4,8.91661,1287.6001,6893.93262,13.6,-9.67964,1.00697,55.2,25.3,60,73.6,3,1,1
"AL051995.5","AL051995","950801",0,23.6,74.9,70,15,0.16901,-4.52822,547,1050,67,1232,74.52515,25.45,-51.5,0,15.3,47,-0.4,14,42.5,10.34559,1781.5,5553.99756,15.5,-11.70044,0.94997,73.21666,22.84,-51.9,0,14.84,46.4,1.8,23.8,62.2,9.75374,1598.80005,5360.6792,9.8,-5.3898,0.05073,56.2,17.6,57,69.8,13,1,1
"AL051995.6","AL051995","950801",6,24.3,75.7,75,15,0.16901,-6.03763,593,1125,56,1665,71.32343,22.15,-51.6,0,15.05,46,1.4,16.5,73,9.26877,1661.25012,5087.03076,15,-7.74996,3.63248,67.4223,21.66,-51.82,0,14.5,46.4,2.5,19.8,58.4,9.49957,1624.5,4545.7666,3.2,-1.74005,-1.13081,57,22.2,52,63.2,12,1,1
"AL051995.7","AL051995","950801",12,25.5,76.3,75,5,0.16901,-6.15105,627,375,86,735,69.4958,19.1,-52.15,0,14.65,46.5,1.2,35,90,8.36079,1432.5,4829.66699,12.5,-3.20111,0.85512,65.63029,17.02,-51.92,0,13.92,47.8,1,19.2,55.6,7.64999,1276.5,4307.33545,0,2.2006,-2.12954,58,9.8,82,56.6,16,12,9
"AL051995.8","AL051995","950801",18,26.3,77.7,75,0,0.16901,-8.69861,706,0,89,975,65.80533,23.6,-52.2,0,14.4,46,-0.4,33,66,10.57383,1770,4330.34131,2,0.95412,-3.71404,64.68953,15.4,-51.9,0,14.06,49,0.3,21.6,48,7.02938,1155,4184.73535,0,2.68587,-3.40087,59,13,79,49.6,14,10,8
"AL051995.9","AL051995","950802",0,26.9,79,75,0,0.18452,-12.12429,720,0,35,1612.5,62.94772,20.95,-51.85,0,13.95,46.5,0.3,10.5,30,9.5832,1571.25,3962.41577,0,3.87853,-4.52581,64.46843,13.34,-51.8,0,14.28,49.8,-0.4,15.6,32.8,6.20889,1000.50006,4156.17822,0,4.17816,-3.07188,60,21.5,25,42.8,11,1,1
"AL051995.10","AL051995","950802",6,27.7,80.4,75,0,0.18452,-12.12429,687,0,71,1170,63.0592,10.95,-51.55,0,13,50.5,-0.1,2.5,26,5.10883,821.25,3976.46313,0,7.32414,-4.60273,65.27921,11.22,-51.58,0,13.94,51,-0.5,11.4,20.8,5.35566,841.49994,4261.37451,0,4.10866,-2.96006,61.4,15.6,61,41,13,10,8
"AL051995.11","AL051995","950802",12,28.2,81.9,50,0,0.18452,-12.47403,759,0,89,705,89.49149,6.4,-51.8,0,13.95,52.5,0.5,21,47,3.04854,320,8008.72607,0,3.26048,-1.78988,91.48676,10.04,-51.6,0,13.54,52.8,-1,11.4,18.4,4.87848,501.99994,8369.82617,0,2.70776,-2.49905,62.8,14.1,67,43.4,15,11,8
"AL051995.12","AL051995","950802",18,28.6,83.4,60,0,0.18452,-13.23721,638,0,81,696,81.59116,9.95,-51.85,0,15.55,51.5,-1.1,26,33,4.78128,597,6657.1167,0,1.74279,-1.4994,83.15134,10.22,-51.6,0,14.06,53.6,-1.8,13.4,20.8,5.00587,613.20001,6914.14502,0,0.18237,-2.09721,64,11.6,62,45,16,11,9
"AL051995.13","AL051995","950803",0,28.8,84.7,65,0,0.201,-12.61381,651,0,92,773.50006,77.27954,13.2,-51.4,0,14.1,51,0.2,7.5,-2,6.4136,858.00006,5972.12744,0,4.63158,-2.65871,77.98727,10.42,-51.4,0,14,54.8,-0.7,6,15.8,5.17615,677.29999,6082.01514,0,4.63732,-2.43847,66,11.9,82,44.8,16,11,8
"AL051995.14","AL051995","950803",6,29.3,85.7,70,10,0.201,-10.40067,544,700,87,567,72.99352,12.7,-51.35,0,12.1,54,-0.6,0,-6,6.25719,889.00006,5328.05322,0,0.20253,-3.09375,68.78931,10.66,-51.2,0,13.14,56.6,-0.9,-1.4,19.6,5.43168,746.20001,4731.96875,0,4.61207,-2.06382,68.4,8.1,83,40.8,19,13,13
"AL051995.15","AL051995","950803",12,29.8,86.6,80,15,0.201,-8.57162,570,1200,100,480,65.2395,8.45,-51.6,0,13.3,57,-0.3,7.5,26,4.23436,676.00006,4256.19238,0,-2.4916,-2.4956,51.34683,10.02,-51.32,0,12.42,58.4,-1.3,-8.4,26,5.24764,801.59998,2636.49707,0,4.15044,-2.1829,69.8,6,99,32.6,25,18,18
"AL051995.16","AL051995","950803",18,30.6,87.5,65,-5,0.201,-7.66038,618,-325,99,338.00003,78.24281,7.25,-51.3,0,15.1,57.5,0,7.5,40.5,3.74256,471.25,6121.93799,0,8.2555,-1.54643,56.11922,9.94,-51.3,0,13.46,58,-1.7,-11.8,34.6,5.34465,646.10004,3149.36646,0,9.53216,-1.68935,70,5.2,99,21.8,18,13,11
"AL051995.17","AL051995","950804",0,31.4,88.5,45,0,0.21847,-7.91267,718,0,67,765,85.6861,11,-50.85,0,13.25,59,0,-11,30,5.81975,495,7342.10693,0,12.86769,-1.37059,64.1554,12.04,-51.28,0,13.9,58.2,-0.8,-19.6,32.6,6.61513,541.79993,4115.91455,0,16.18467,-1.59357,70.6,NA,NA,11.6,NA,NA,NA
"AL051995.18","AL051995","950804",6,32.3,89.1,35,0,0.21847,-6.92245,730,0,51,626.5,78.17842,12.25,-51.2,0,10.15,60,-1,-28.5,23.5,6.6197,428.75,6111.86572,0,3.24325,-2.06608,63.04725,13.06,-51.43999,0,13.22,57.8,-1.7,-30.2,26.6,7.30675,457.09998,3974.95557,0,15.65866,-2.27873,71.2,NA,NA,4,NA,NA,NA
"AL051995.19","AL051995","950804",12,33.2,89.7,20,0,0.21847,-4.84803,714,0,29,384,78.81829,10.95,-51.6,0,12.9,57.5,-0.7,-26,31.5,6.06568,219,6212.32275,0,12.33165,-2.20292,70.31762,12.92,-51.76,0,12.74,56.6,-0.4,-35.2,29,7.37725,258.39999,4944.56738,0,20.18104,-2.50699,71,NA,NA,0.6,NA,NA,NA
"AL051995.20","AL051995","950804",18,34.1,90.2,20,0,0.21847,-4.53983,694,0,29,372,69.76092,13.55,-51.5,0,17,56.5,0.9,-20.5,42.5,7.67916,271,4866.58545,0,27.59399,-1.11761,65.79053,14.02,-51.94,0,14.1,54.6,0.3,-29.4,33.8,8.18396,280.40002,4328.39355,0,30.05587,-2.3311,69.8,NA,NA,0,NA,NA,NA
"AL051995.21","AL051995","950805",0,34.8,90.2,20,0,0.23693,-2.0705,746,0,22,374,64.04746,15.05,-51.65,0,14.5,57,-0.9,-38.5,20.5,8.6478,301,4102.07764,0,23.57175,-2.96987,64.1358,16.36,-52.14,0,14.14,53.4,-2.1,-26.8,30.4,9.76633,327.20001,4113.40137,0,34.96844,-1.60051,69.6,NA,NA,0,NA,NA,NA
"AL051995.22","AL051995","950805",6,35.4,90.1,20,0,0.23693,0.48834,693,0,18,364,62.66672,13.2,-52.05,0,10.35,55,0.3,-50,21,7.72725,264,3927.11743,0,22.85861,-3.55477,65.77179,19.36,-52.44,0,12.9,51.4,-0.8,-25.2,19.8,11.82022,387.20001,4325.92822,0,35.24391,-1.32809,68.6,NA,NA,0,NA,NA,NA
"AL051995.23","AL051995","950805",12,36.3,89.8,20,0,0.23693,1.66334,777,0,21,362,62.51967,14.75,-52.45,0,12.35,52,0,-26.5,41.5,8.87359,295,3908.70898,0,39.23627,-2.19426,69.45323,22.5,-52.74,0,11.94,49,0.5,-14.6,20.6,13.91811,450,4823.75146,0,37.26128,-0.84672,67.6,NA,NA,0,NA,NA,NA
"AL051995.24","AL051995","950805",18,37.5,88.8,20,0,0.23693,5.2605,736,0,20,364,65.08995,19.6,-52.55,0,16.4,49.5,-1.5,-5,35,12.06966,392,4236.70166,0,48.96178,0.06298,71.2155,25,-52.85,0,12.7,47.75,0.5,-6.5,15.5,15.54846,500,5071.64746,0,39.302,-0.53831,66.5,NA,NA,0,NA,NA,NA
"AL051995.25","AL051995","950806",0,38.4,86.8,20,0,0.25638,12.07538,666,0,21,382,70.44515,26.7,-52.75,0,14,48.5,0.4,-10,7.5,16.64809,534,4962.51953,0,40.56409,1.38862,74.0756,27.66667,-52.93333,0,11.66667,47,2,-6.66667,6.66667,17.28113,553.33331,5487.19434,0,35.94462,0.05163,67,NA,NA,0,NA,NA,NA
"AL051995.26","AL051995","950806",6,38.7,84.9,20,0,0.25638,14.93729,601,0,13,406.00003,77.34105,30.45,-53.15,0,9,46,1.6,-8,-4,19.05858,609,5981.6377,0,29.64222,-1.1935,77.34105,30.45,-53.15,0,9,46,1.6,-8,-4,19.05858,609,5981.6377,0,29.64222,-1.1935,66.5,NA,NA,0,NA,NA,NA
